"cntry","ppltrst","pplfair","pplhlp","trstprl","trstplc","netusoft","vote","polintr"
"NL",7,6,7,6,7,5,3,2
"NL",0,2,2,10,10,5,2,2
"NL",6,6,6,2,5,5,1,2
"NL",8,8,7,6,7,5,1,1
"NL",9,10,6,5,10,5,3,2
"NL",5,3,5,5,8,5,3,2
"NL",0,4,3,5,5,5,1,3
"NL",7,6,7,7,8,5,1,1
"NL",10,10,7,8,7,5,1,2
"NL",5,7,4,4,7,5,1,2
"NL",8,5,3,5,5,5,1,2
"NL",8,8,8,6,8,5,1,3
"NL",8,7,5,5,8,5,1,2
"NL",8,7,7,6,7,5,1,2
"NL",7,9,8,5,8,1,1,2
"NL",2,8,2,1,8,5,1,3
"NL",8,8,6,8,10,5,1,2
"NL",10,8,7,3,7,5,2,4
"NL",7,7,8,6,7,5,2,3
"NL",8,4,3,8,6,5,1,2
"NL",7,5,5,4,6,3,2,1
"NL",8,8,5,7,7,5,1,2
"NL",8,8,6,5,8,5,1,2
"NL",2,1,1,0,NA,4,1,1
"NL",7,7,3,8,6,5,3,2
"NL",7,5,6,5,7,5,2,4
"NL",8,8,5,4,8,5,1,2
"NL",8,6,7,8,7,5,1,1
"NL",7,7,7,7,8,5,1,2
"NL",3,5,3,2,5,5,1,3
"NL",8,9,7,6,8,5,1,1
"NL",2,5,7,2,4,5,1,3
"NL",1,1,2,2,4,5,1,4
"NL",7,5,6,6,7,5,1,3
"NL",6,6,6,5,5,4,1,2
"NL",7,7,8,5,9,5,3,2
"NL",7,7,8,7,8,5,1,1
"NL",7,7,5,6,5,5,1,2
"NL",2,7,7,3,5,5,1,3
"NL",9,8,3,7,6,5,1,2
"NL",8,7,4,5,8,5,1,2
"NL",8,8,7,7,9,5,1,2
"NL",9,9,6,5,5,5,1,3
"NL",7,7,6,4,8,5,1,1
"NL",7,9,5,0,2,5,1,1
"NL",7,7,8,5,7,5,1,1
"NL",8,7,7,2,6,5,1,2
"NL",3,4,3,2,5,5,1,3
"NL",5,3,7,NA,NA,5,NA,4
"NL",6,6,4,3,8,5,1,2
"NL",8,7,7,4,7,5,1,3
"NL",8,7,7,7,9,5,1,2
"NL",6,7,7,6,7,5,1,2
"NL",7,7,6,2,6,5,2,2
"NL",6,8,2,6,8,5,1,4
"NL",5,7,5,5,7,5,2,2
"NL",7,8,7,4,9,5,1,2
"NL",7,6,7,1,8,4,1,2
"NL",6,7,3,3,8,5,1,2
"NL",8,8,7,7,8,5,1,2
"NL",8,8,7,8,9,5,1,2
"NL",4,4,4,3,6,5,1,2
"NL",5,7,6,4,7,5,1,2
"NL",4,5,5,7,8,5,1,2
"NL",7,7,7,7,8,5,1,1
"NL",8,7,7,7,8,5,1,2
"NL",7,7,6,7,8,5,1,1
"NL",7,7,2,4,4,5,1,1
"NL",7,7,6,5,6,2,1,2
"NL",8,6,7,7,8,5,1,3
"NL",6,7,6,5,7,5,1,2
"NL",8,7,8,7,8,5,1,2
"NL",7,7,6,NA,8,5,1,3
"NL",6,6,6,4,6,5,1,2
"NL",7,5,7,6,5,5,3,2
"NL",8,8,6,6,8,5,1,2
"NL",9,8,7,4,9,5,1,1
"NL",6,7,7,7,9,5,1,2
"NL",4,0,5,0,4,5,2,3
"NL",7,8,6,7,7,5,1,2
"NL",7,8,4,4,9,5,1,2
"NL",3,5,3,5,4,5,1,3
"NL",8,8,8,4,7,5,2,4
"NL",7,8,5,2,6,5,3,2
"NL",7,7,7,6,8,5,1,2
"NL",2,7,7,3,4,5,1,2
"NL",8,8,7,6,9,5,1,2
"NL",5,5,8,10,10,5,2,2
"NL",5,5,7,NA,5,5,1,2
"NL",7,7,8,6,6,5,1,3
"NL",7,7,6,2,8,5,1,2
"NL",6,6,4,7,8,5,1,2
"NL",7,7,7,6,8,5,1,2
"NL",5,7,5,7,8,5,1,2
"NL",7,7,6,5,7,5,1,2
"NL",7,6,5,4,7,5,2,3
"NL",4,5,5,7,9,5,1,1
"NL",8,7,5,5,7,5,1,2
"NL",8,8,7,7,7,5,1,1
"NL",5,4,3,5,5,5,1,2
"NL",5,5,3,7,10,5,1,2
"NL",7,7,4,7,7,5,1,2
"NL",8,8,7,5,8,5,1,2
"NL",8,7,4,4,7,5,1,2
"NL",8,9,7,8,9,5,1,2
"NL",7,7,6,4,5,5,1,2
"NL",9,8,9,8,7,5,1,2
"NL",7,7,5,7,8,5,1,2
"NL",5,6,6,5,6,5,1,1
"NL",7,2,6,5,7,5,3,3
"NL",7,7,3,5,8,3,1,1
"NL",2,7,5,4,7,5,1,3
"NL",8,8,8,6,8,5,1,1
"NL",3,2,1,7,6,5,1,2
"NL",4,7,5,7,7,5,1,2
"NL",8,6,4,3,4,5,1,2
"NL",5,7,6,5,8,5,1,2
"NL",7,6,7,5,6,5,1,3
"NL",7,7,8,8,9,5,1,1
"NL",8,6,3,3,10,5,1,3
"NL",7,8,9,7,8,5,3,3
"NL",5,6,6,6,7,5,3,3
"NL",8,7,7,7,8,5,1,2
"NL",7,7,8,4,7,5,1,2
"NL",6,8,7,5,6,5,2,3
"NL",7,5,6,4,6,5,1,3
"NL",8,6,7,6,5,5,1,3
"NL",5,7,8,5,0,5,2,4
"NL",7,5,7,1,6,5,1,3
"NL",8,7,9,5,7,5,1,2
"NL",7,7,6,3,8,5,1,3
"NL",3,7,7,7,7,5,1,2
"NL",5,5,3,5,2,5,1,3
"NL",5,9,8,6,7,5,1,3
"NL",3,2,5,6,7,5,3,4
"NL",6,7,7,5,7,5,1,2
"NL",7,7,5,7,8,5,1,2
"NL",7,6,4,2,8,5,2,1
"NL",8,7,4,4,7,5,1,3
"NL",8,8,5,8,7,5,1,1
"NL",6,5,5,1,8,5,1,2
"NL",7,8,7,6,8,5,1,3
"NL",2,4,4,9,7,5,1,3
"NL",5,5,5,7,8,5,1,2
"NL",6,5,3,4,10,5,1,3
"NL",8,7,6,8,8,5,1,2
"NL",5,6,6,0,6,5,1,2
"NL",8,5,5,4,7,5,1,2
"NL",8,7,5,7,4,5,1,1
"NL",6,8,4,4,4,5,3,2
"NL",5,5,4,5,8,5,1,2
"NL",8,8,7,8,8,5,1,3
"NL",5,8,8,6,6,5,3,4
"NL",6,7,6,1,7,5,1,3
"NL",NA,NA,NA,NA,NA,5,3,4
"NL",6,3,5,2,5,1,1,3
"NL",6,8,7,10,8,5,1,1
"NL",8,9,5,7,8,5,1,2
"NL",7,7,7,7,8,1,2,4
"NL",4,5,3,7,6,5,1,1
"NL",8,7,7,7,8,5,1,2
"NL",8,7,2,3,8,5,1,2
"NL",7,8,7,7,7,5,1,2
"NL",2,5,3,3,1,5,1,1
"NL",4,7,7,4,8,5,1,2
"NL",3,4,4,3,2,5,2,4
"NL",6,5,4,5,8,5,2,4
"NL",8,8,7,2,7,5,1,1
"NL",3,7,4,5,7,5,1,3
"NL",3,4,4,3,7,5,1,2
"NL",2,3,5,2,2,5,1,3
"NL",7,6,6,4,8,5,1,2
"NL",7,9,5,5,9,5,1,2
"NL",6,6,4,6,7,5,1,2
"NL",7,7,7,4,7,5,2,3
"NL",5,6,6,4,6,5,1,2
"NL",7,8,6,5,8,5,1,3
"NL",5,5,4,1,5,5,3,3
"NL",4,4,5,2,4,5,1,4
"NL",7,7,5,2,9,5,2,4
"NL",8,8,7,6,9,5,1,1
"NL",7,7,8,3,7,5,1,3
"NL",6,7,4,7,8,5,2,2
"NL",7,6,7,5,7,5,1,3
"NL",8,8,7,6,7,5,1,3
"NL",5,7,7,6,8,5,1,2
"NL",8,9,5,0,5,3,1,3
"NL",8,7,6,3,8,5,1,2
"NL",9,9,4,7,9,5,1,2
"NL",7,5,5,6,5,5,1,2
"NL",8,8,7,3,8,5,1,2
"NL",6,7,4,7,8,5,1,2
"NL",8,7,7,5,4,5,2,2
"NL",5,8,8,2,8,5,1,3
"NL",4,4,3,5,7,5,1,2
"NL",0,2,1,4,5,3,2,2
"NL",5,5,7,7,7,5,1,1
"NL",7,7,7,0,0,5,1,2
"NL",7,7,6,7,6,5,1,2
"NL",7,7,7,5,3,5,1,2
"NL",6,6,5,6,7,5,2,1
"NL",6,7,5,4,5,5,1,3
"NL",4,5,5,1,8,4,1,2
"NL",7,7,5,5,9,5,1,3
"NL",7,10,8,8,NA,4,2,2
"NL",7,7,5,4,7,5,3,3
"NL",6,8,5,6,8,5,1,2
"NL",8,7,4,7,7,5,1,2
"NL",8,7,7,7,7,5,1,2
"NL",5,8,8,3,9,5,1,3
"NL",7,7,6,4,7,5,1,3
"NL",8,7,6,8,7,5,3,3
"NL",8,8,7,6,7,5,1,3
"NL",6,5,5,1,8,3,1,2
"NL",5,5,3,7,1,5,1,1
"NL",3,7,4,7,7,5,1,3
"NL",7,8,7,8,8,5,1,1
"NL",6,6,4,7,8,5,1,1
"NL",7,7,6,7,7,5,1,2
"NL",7,7,6,5,6,5,1,1
"NL",0,0,0,2,8,5,1,2
"NL",7,6,7,3,7,5,1,2
"NL",8,8,8,5,8,5,2,2
"NL",7,7,6,6,7,5,1,3
"NL",7,7,7,4,6,4,1,2
"NL",10,10,10,5,8,5,1,2
"NL",4,4,5,4,3,2,2,2
"NL",8,9,7,7,7,5,1,1
"NL",8,8,6,8,8,5,1,2
"NL",8,8,6,8,9,5,1,2
"NL",7,8,7,6,6,5,1,2
"NL",3,5,4,5,6,5,1,1
"NL",6,6,6,6,8,5,1,2
"NL",8,9,5,7,8,5,1,2
"NL",7,8,6,6,6,5,1,2
"NL",8,7,7,2,6,5,1,3
"NL",4,7,8,1,7,5,1,3
"NL",6,8,7,8,8,5,1,2
"NL",9,8,7,8,8,5,1,2
"NL",8,9,7,8,7,5,1,2
"NL",7,8,6,4,5,5,1,2
"NL",7,4,6,2,8,5,1,2
"NL",8,8,4,3,7,5,1,2
"NL",7,7,6,6,8,5,1,3
"NL",7,9,7,7,8,5,1,3
"NL",5,5,7,7,8,5,1,1
"NL",7,7,7,9,9,5,1,1
"NL",2,4,4,2,9,5,1,2
"NL",6,6,6,6,6,5,1,2
"NL",3,3,3,8,5,5,1,3
"NL",8,8,5,6,9,5,1,1
"NL",9,9,8,9,8,5,1,1
"NL",7,6,4,6,7,5,1,3
"NL",7,7,8,5,5,5,1,2
"NL",8,9,5,7,8,5,1,2
"NL",8,8,8,7,8,5,1,1
"NL",5,7,6,6,9,5,2,3
"NL",7,7,7,8,8,5,1,2
"NL",4,6,3,2,5,5,2,2
"NL",9,8,7,4,9,4,1,1
"NL",7,6,5,8,8,5,3,2
"NL",7,6,4,7,7,5,2,1
"NL",7,7,8,5,8,5,2,3
"NL",7,7,5,6,7,5,1,2
"NL",5,6,6,7,7,5,3,3
"NL",8,7,4,6,8,5,1,2
"NL",8,8,8,7,8,5,1,1
"NO",8,9,8,9,8,5,1,2
"NO",9,9,7,8,7,5,1,1
"NO",7,5,2,7,10,5,2,2
"NO",8,7,7,5,3,5,1,2
"NO",6,4,6,4,7,5,1,3
"NO",9,9,7,8,9,5,1,3
"NO",8,9,6,9,9,4,1,3
"NO",7,7,4,10,8,5,1,2
"NO",8,8,7,9,9,5,1,3
"NO",8,8,8,9,8,5,1,2
"NO",5,9,8,9,10,5,1,2
"NO",7,6,NA,8,8,5,1,2
"NO",8,7,9,10,10,5,1,3
"NO",5,4,4,7,5,5,1,3
"NO",8,8,5,7,6,5,3,3
"NO",4,6,4,5,7,5,1,2
"NO",2,3,1,4,8,5,1,3
"NO",7,6,7,7,9,5,1,3
"NO",5,7,5,8,8,5,1,3
"NO",5,8,5,8,8,5,1,2
"NO",6,7,3,4,2,5,1,2
"NO",4,7,6,8,9,5,1,2
"NO",5,3,4,4,7,5,1,3
"NO",5,5,7,8,10,5,1,4
"NO",8,8,7,8,6,5,1,1
"NO",4,7,10,6,NA,1,1,3
"NO",8,5,7,5,6,5,1,2
"NO",5,7,6,8,10,5,1,2
"NO",8,9,6,5,10,3,1,3
"NO",9,9,8,9,6,5,1,1
"NO",9,8,8,10,10,NA,3,2
"NO",6,7,5,3,7,5,1,3
"NO",3,5,2,2,0,5,1,3
"NO",9,8,10,8,9,5,2,3
"NO",5,5,4,8,8,5,1,2
"NO",3,4,5,7,5,5,1,2
"NO",8,6,8,7,7,5,1,2
"NO",9,9,6,0,7,5,1,3
"NO",8,8,6,9,10,4,1,2
"NO",7,7,4,9,10,5,1,3
"NO",3,8,10,3,8,5,1,2
"NO",8,8,7,3,5,5,1,2
"NO",0,0,3,0,10,5,1,2
"NO",7,7,6,9,9,5,2,1
"NO",8,7,7,8,8,5,1,3
"NO",6,6,4,8,7,5,1,3
"NO",10,8,9,8,9,5,1,2
"NO",8,4,3,8,10,5,1,1
"NO",8,8,6,6,8,5,1,1
"NO",4,5,7,7,7,2,1,3
"NO",7,8,7,8,8,5,1,2
"NO",9,8,8,6,7,5,1,3
"NO",5,8,5,0,3,5,1,3
"NO",3,3,5,2,3,5,1,2
"NO",8,6,6,8,8,5,1,3
"NO",10,10,5,5,9,5,1,2
"NO",6,5,7,7,8,5,1,2
"NO",9,7,8,8,8,5,1,2
"NO",5,3,3,0,5,5,1,2
"NO",8,4,7,8,8,5,1,4
"NO",7,5,6,7,9,5,2,2
"NO",6,8,7,5,9,5,1,3
"NO",4,4,5,8,8,4,1,2
"NO",7,7,6,4,6,4,1,3
"NO",7,7,7,6,7,5,3,2
"NO",2,2,7,5,8,4,1,3
"NO",1,3,2,7,8,5,1,3
"NO",8,8,7,6,10,5,1,2
"NO",3,2,4,4,0,2,1,1
"NO",8,7,7,8,9,5,1,2
"NO",7,7,6,7,10,5,1,3
"NO",5,5,7,7,8,5,1,4
"NO",8,7,4,5,7,5,1,2
"NO",8,8,5,6,9,5,1,3
"NO",8,8,3,9,8,5,1,2
"NO",2,2,5,1,3,5,1,1
"NO",8,5,4,10,10,5,1,3
"NO",7,7,5,9,9,5,3,3
"NO",4,5,3,8,7,5,2,3
"NO",5,8,5,5,9,4,2,2
"NO",1,2,4,5,7,5,1,2
"NO",3,6,3,5,6,5,1,2
"NO",6,7,6,2,7,5,1,3
"NO",5,5,8,7,8,5,1,3
"NO",8,3,3,2,2,5,1,2
"NO",8,8,6,10,8,5,NA,2
"NO",6,5,4,7,8,5,1,3
"NO",8,7,5,7,9,5,1,3
"NO",5,7,3,7,8,5,1,3
"NO",9,8,8,8,8,5,1,2
"NO",9,9,6,8,9,5,1,2
"NO",8,9,5,8,8,5,1,2
"NO",7,7,6,7,8,5,1,2
"NO",5,5,7,5,8,5,2,3
"NO",7,8,5,9,8,5,3,2
"NO",4,4,4,7,4,5,3,2
"NO",6,7,6,7,7,5,1,3
"NO",7,8,4,5,7,5,1,3
"NO",6,7,5,10,10,5,2,3
"NO",8,8,7,7,NA,5,1,2
"NO",5,6,5,9,9,4,1,1
"NO",2,1,5,3,1,5,1,2
"NO",6,9,8,5,8,5,1,2
"NO",8,8,7,7,7,5,1,2
"NO",8,8,9,8,9,5,1,2
"NO",5,8,6,10,9,5,1,3
"NO",4,5,7,5,8,5,1,3
"NO",7,8,5,9,8,5,3,2
"NO",7,7,6,8,7,5,1,2
"NO",7,7,8,4,10,5,1,2
"NO",10,10,10,10,10,5,3,3
"NO",7,5,7,9,5,5,1,2
"NO",7,7,8,3,6,5,1,2
"NO",7,7,5,7,9,5,1,2
"NO",7,7,5,8,7,5,1,2
"NO",8,7,4,8,8,5,1,3
"NO",7,7,7,5,8,5,1,2
"NO",5,10,3,0,10,4,1,1
"NO",8,8,7,7,9,5,1,2
"NO",6,5,5,7,6,4,1,1
"NO",8,8,9,7,8,5,3,1
"NO",5,6,7,4,9,5,1,4
"NO",8,8,7,7,8,5,1,2
"NO",8,9,7,6,4,4,3,3
"NO",6,7,5,8,7,5,1,1
"NO",5,6,6,6,8,5,1,3
"NO",4,9,8,6,9,5,1,2
"NO",7,7,8,7,4,5,1,3
"NO",8,8,6,10,9,5,1,2
"NO",8,8,6,8,9,5,1,3
"NO",4,7,5,8,9,5,3,2
"NO",5,8,5,7,7,5,1,3
"NO",6,4,3,6,9,5,1,3
"NO",5,5,2,5,5,5,1,4
"NO",9,8,6,9,9,5,1,2
"NO",5,6,6,5,6,5,2,2
"NO",6,7,5,10,9,5,3,3
"NO",7,6,5,9,7,5,1,1
"NO",6,8,5,4,7,5,1,2
"NO",8,9,6,6,5,5,1,3
"NO",2,7,7,8,3,5,1,2
"NO",9,7,9,6,7,5,2,2
"NO",4,7,6,6,6,4,1,2
"NO",8,8,7,6,8,4,1,2
"NO",7,6,6,6,7,3,1,1
"NO",6,7,7,8,9,5,1,3
"NO",6,8,9,8,9,5,3,3
"NO",9,8,8,8,9,5,1,4
"NO",6,7,6,6,6,5,3,3
"NO",8,7,5,8,8,5,1,2
"NO",5,7,5,8,7,5,2,2
"NO",6,7,5,7,8,5,1,2
"NO",5,5,5,3,7,5,1,3
"NO",7,7,4,4,8,5,1,2
"NO",4,3,3,2,8,5,1,2
"NO",6,7,6,7,8,5,1,2
"NO",5,5,10,2,8,5,2,3
"NO",6,7,9,5,9,5,1,3
"NO",8,6,4,9,5,5,2,3
"NO",8,9,8,9,9,5,1,3
"NO",6,6,9,7,7,5,3,3
"NO",4,5,4,1,5,5,2,3
"NO",6,8,7,8,9,4,1,2
"NO",8,7,6,5,8,5,1,1
"NO",8,7,8,8,8,5,1,1
"NO",6,8,6,5,8,5,1,3
"NO",6,8,4,7,9,5,1,3
"NO",8,8,8,10,10,5,2,2
"NO",5,5,5,0,5,5,1,4
"NO",8,8,8,8,8,5,1,2
"NO",7,8,6,7,10,5,1,3
"NO",7,7,7,9,9,5,2,3
"NO",8,8,6,9,7,5,1,4
"NO",5,6,3,7,7,5,1,3
"NO",8,6,6,6,8,5,2,4
"NO",7,5,4,6,7,5,3,3
"NO",3,7,6,3,2,5,1,3
"NO",8,9,8,8,9,5,1,3
"NO",8,9,9,9,10,5,1,3
"NO",8,8,8,7,5,5,1,2
"NO",8,7,5,8,8,5,1,4
"NO",7,7,8,7,7,3,1,2
"NO",7,2,7,6,7,5,2,3
"NO",5,7,3,6,8,5,1,3
"NO",7,9,7,8,9,5,1,3
"NO",6,6,7,6,6,5,1,2
"NO",6,6,5,8,8,5,1,2
"NO",8,9,7,10,10,5,2,1
"NO",2,4,7,0,5,5,2,3
"NO",8,7,4,7,9,5,1,3
"NO",9,8,7,10,5,5,2,4
"NO",7,7,5,8,9,5,1,2
"NO",1,3,3,0,0,5,1,3
"NO",8,7,7,8,9,5,1,1
"NO",6,4,4,6,7,5,1,3
"NO",8,8,4,10,9,5,1,1
"NO",5,7,8,7,8,5,3,4
"NO",3,5,4,8,9,5,1,2
"NO",5,7,7,2,9,5,1,2
"NO",8,7,6,10,8,5,1,1
"NO",9,9,5,9,10,5,1,1
"NO",8,8,5,8,8,5,1,2
"NO",10,10,8,10,8,5,2,2
"NO",5,5,6,6,10,5,1,4
"NO",6,8,8,7,9,5,1,3
"NO",7,7,6,8,7,5,1,2
"NO",3,4,4,9,7,5,1,3
"NO",8,7,7,8,9,5,1,3
"NO",8,8,7,10,8,5,1,2
"NO",7,6,3,6,9,3,1,3
"NO",7,7,6,8,7,4,1,1
"NO",9,9,7,9,10,5,3,2
"NO",9,10,8,7,9,5,1,2
"NO",9,8,5,10,10,5,3,3
"NO",7,9,7,7,8,4,1,1
"NO",8,8,7,9,9,5,1,2
"NO",7,7,5,6,7,5,1,3
"NO",10,10,10,7,10,5,1,1
"NO",8,8,6,6,10,5,2,2
"NO",7,5,7,5,9,5,1,3
"NO",7,7,8,3,9,5,1,3
"NO",5,6,5,8,8,5,1,2
"NO",7,7,8,8,9,5,1,4
"NO",8,8,6,2,8,5,1,2
"NO",8,8,5,7,8,5,1,3
"NO",6,5,5,8,8,5,3,3
"NO",5,7,6,5,7,5,1,2
"NO",7,7,6,8,8,5,1,3
"NO",7,7,6,7,9,5,1,2
"NO",7,7,6,7,8,5,1,2
"NO",6,4,5,10,10,5,2,4
"NO",6,8,8,5,8,5,2,3
"NO",8,7,7,8,8,5,1,2
"NO",8,7,6,7,8,5,2,2
"NO",3,4,7,7,2,5,3,1
"NO",8,3,8,6,8,5,1,3
"NO",8,10,8,7,10,5,2,3
"NO",8,7,7,7,8,5,1,3
"NO",3,7,5,6,5,5,3,3
"NO",7,7,8,8,8,5,1,3
"NO",8,8,8,7,8,5,1,3
"NO",3,6,2,0,6,5,2,3
"NO",4,5,6,6,5,5,1,3
"NO",3,5,7,3,6,5,1,1
"NO",2,3,7,8,6,3,1,3
"NO",10,10,8,8,8,5,1,2
"NO",9,9,9,10,8,5,1,2
"NO",5,6,5,5,10,3,1,2
"NO",8,8,8,5,2,5,1,3
"NO",6,8,8,9,8,5,1,2
"NO",8,7,9,3,9,1,1,3
"NO",8,7,7,5,4,5,1,1
"NO",8,5,4,8,7,5,1,3
"NO",4,5,5,5,8,2,2,3
"NO",8,8,8,3,7,5,1,2
"NO",8,7,6,8,9,5,1,2
"NO",8,8,9,8,7,5,1,3
"NO",0,8,0,5,8,1,2,4
"NO",6,6,5,4,5,5,1,3
"NO",6,5,8,6,8,5,1,3
"NO",7,6,4,4,5,5,2,3
"NO",5,5,8,3,6,3,1,1
"NO",7,10,9,7,10,5,1,3
"NO",6,9,4,10,9,5,3,4
"NO",6,7,4,8,9,5,1,2
"NO",7,8,7,9,9,5,1,1
"NO",6,5,6,7,6,5,1,3
"NO",8,5,7,8,8,4,1,2
"NO",7,8,7,6,7,5,1,3
"NO",9,8,8,8,8,5,1,1
"NO",7,8,7,8,8,5,1,2
"NO",8,3,3,10,10,5,1,1
"NO",7,7,7,8,7,5,1,3
"NO",7,8,6,8,9,4,1,2
"NO",4,5,8,6,8,5,3,3
"NO",8,8,8,7,7,5,1,2
"NO",8,8,9,6,8,5,1,4
"NO",6,7,6,6,8,5,1,3
"NO",5,5,3,7,8,5,1,2
"NO",8,7,5,7,9,5,3,3
"NO",7,8,6,2,6,1,1,2
"NO",7,6,5,8,8,5,1,3
"NO",7,5,7,9,7,5,2,3
"NO",9,9,8,8,10,5,1,2
"NO",5,4,6,6,10,4,1,2
"NO",7,7,8,9,8,5,3,2
"NO",7,7,6,9,9,5,1,3
"NO",7,5,6,5,7,5,1,3
"NO",7,6,7,6,7,5,1,3
"NO",7,8,6,10,8,5,3,4
"NO",7,8,5,9,9,5,1,2
"NO",5,6,5,3,6,5,1,2
"NO",7,7,5,7,9,5,1,2
"NO",5,5,8,0,8,1,2,4
"NO",0,5,8,5,7,5,1,3
"NO",8,8,4,8,10,5,1,2
"NO",6,1,5,2,7,5,1,1
"NO",5,7,7,8,9,5,1,3
"NO",4,5,5,2,2,5,1,2
"NO",7,7,4,6,6,5,1,3
"NO",4,7,5,5,7,5,1,3
"NO",7,7,7,9,5,5,1,3
"NO",8,8,5,9,8,5,1,3
"NO",2,4,4,10,8,1,1,1
"NO",8,8,6,10,10,5,1,2
"NO",8,7,4,5,9,5,1,2
"NO",8,8,10,10,10,5,1,2
"NO",7,7,6,6,2,5,1,2
"NO",5,5,4,6,5,5,1,1
"NO",5,8,9,9,9,5,2,3
"NO",8,6,7,7,9,5,1,2
"NO",4,8,8,0,6,5,3,3
"NO",4,3,4,5,9,NA,1,3
"NO",10,9,8,8,9,5,1,2
"NO",9,8,8,9,9,5,1,2
"NO",5,3,4,7,8,5,1,2
"NO",4,6,8,9,10,5,1,3
"NO",5,7,7,8,8,5,1,2
"NO",6,3,2,3,0,5,1,3
"NO",8,7,7,4,7,5,1,1
"NO",3,5,4,4,9,5,1,3
"NO",5,3,3,3,2,5,1,3
"NO",9,9,10,8,9,5,1,2
"NO",10,9,6,2,8,5,1,2
"NO",4,8,9,2,5,5,1,2
"NO",7,7,4,6,8,5,1,2
"NO",7,7,6,5,7,5,1,3
"NO",6,8,6,3,5,5,1,3
"NO",4,8,8,5,6,5,1,2
"NO",5,6,5,4,6,5,1,3
"NO",9,8,8,10,9,5,1,1
"NO",2,4,4,7,6,5,1,3
"NO",2,5,3,0,1,5,2,3
"NO",7,10,5,10,10,5,3,4
"NO",7,7,6,5,7,5,1,3
"NO",8,7,7,5,9,5,1,1
"NO",8,7,5,8,9,5,1,1
"NO",7,7,8,7,8,5,1,1
"NO",8,10,7,6,9,5,1,2
"NO",1,4,4,5,7,5,1,3
"NO",7,7,7,8,8,5,1,1
"NO",7,7,6,8,8,5,1,3
"NO",6,6,5,5,5,5,1,3
"NO",5,6,6,3,3,5,1,3
"NO",5,3,2,5,8,4,1,2
"NO",5,7,5,2,8,5,1,3
"NO",9,6,7,8,6,5,1,1
"NO",5,9,8,9,9,5,1,3
"NO",6,8,5,7,9,5,1,2
"NO",6,8,5,9,10,5,3,2
"NO",5,7,6,5,8,5,1,4
"NO",8,8,7,8,8,4,1,2
"NO",3,7,5,7,6,5,1,2
"NO",6,8,9,7,8,5,2,3
"NO",5,6,3,10,10,5,3,3
"NO",10,9,6,7,6,5,1,3
"NO",7,8,8,5,9,4,1,3
"NO",5,7,3,2,2,5,1,1
"NO",9,8,10,8,10,5,3,3
"NO",6,7,5,6,7,5,1,3
"NO",7,7,3,10,10,5,1,3
"NO",7,8,7,7,4,5,1,2
"NO",7,9,9,5,7,5,1,3
"NO",8,8,8,6,7,5,1,3
"NO",4,5,6,9,8,5,1,1
"NO",9,9,9,10,9,5,1,3
"NO",4,5,3,7,8,5,1,3
"NO",6,7,5,8,7,5,1,2
"NO",8,7,8,8,8,5,2,4
"NO",9,9,9,9,8,5,1,1
"NO",8,8,5,4,9,5,1,2
"NO",7,7,8,8,8,4,1,2
"NO",5,5,7,9,10,5,3,3
"NO",8,8,5,7,6,5,1,3
"NO",6,7,3,2,9,5,1,3
"NO",5,8,7,8,9,5,1,2
"NO",7,7,5,8,7,5,1,3
"NO",8,8,8,8,8,5,1,2
"NO",7,7,8,6,6,5,1,2
"NO",7,7,6,6,4,5,1,2
"NO",3,7,5,4,8,5,1,2
"NO",8,7,4,7,6,5,1,3
"NO",9,9,5,7,9,5,1,3
"NO",8,8,10,8,9,1,1,3
"NO",9,8,7,9,8,5,1,3
"NO",5,7,7,8,5,5,3,1
"NO",7,7,8,8,9,5,1,3
"NO",5,6,6,6,8,4,1,3
"NO",8,7,7,7,7,5,1,2
"NO",8,7,7,9,9,5,1,2
"NO",7,7,3,6,5,5,1,2
"NO",5,NA,8,6,9,2,1,3
"NO",5,8,7,8,10,2,1,2
"NO",9,9,8,4,8,5,1,3
"NO",7,5,5,8,8,5,1,3
"NO",9,8,7,10,5,5,1,1
"NO",5,3,7,6,8,5,1,2
"NO",7,7,5,9,8,5,1,2
"NO",9,9,9,8,9,5,1,3
"NO",8,8,6,7,7,5,1,2
"NO",7,7,8,8,8,5,3,4
"NO",4,5,5,4,5,5,3,2
"NO",10,6,8,8,10,5,3,1
"NO",3,5,4,8,6,5,1,1
"NO",8,9,9,5,7,4,1,4
"NO",5,3,4,0,7,5,1,2
"NO",8,9,5,8,8,5,1,3
"NO",5,6,7,8,8,5,1,2
"NO",9,8,5,9,7,5,1,2
"NO",7,6,6,3,4,5,1,2
"NO",4,6,5,5,8,5,1,3
"NO",7,7,6,7,9,5,1,3
"NO",7,8,8,6,8,5,1,3
"NO",8,8,7,8,7,5,1,3
"NO",2,5,5,5,7,4,3,2
"NO",4,4,5,3,5,5,1,3
"NO",3,6,5,4,5,5,1,2
"NO",8,7,7,5,9,5,1,2
"NO",6,5,5,8,6,5,3,3
"NO",6,8,7,6,7,5,1,2
"NO",7,7,7,8,10,5,1,3
"NO",7,6,7,7,8,5,1,2
"NO",5,5,8,8,9,5,1,1
"NO",8,8,7,8,8,5,1,3
"NO",8,9,8,10,9,5,1,1
"NO",9,8,8,6,9,5,1,4
"NO",8,5,7,8,8,5,1,2
"NO",8,9,9,10,10,5,1,3
"NO",8,8,7,4,6,2,1,2
